campaign_id,date,impressions,clicks,cost,conversions
Display_Programmatic,2025-11-14,15576,50,51.64,1
Email_Newsletter,2025-11-14,8023,266,141.76,27
Social_FB,2025-11-15,19044,212,145.01,4
Social_IG,2025-11-15,16563,293,371.22,9
Search_Google,2025-11-15,9776,496,1635.28,43
Display_Programmatic,2025-11-15,29797,144,76.96,1
Email_Newsletter,2025-11-15,5891,256,117.05,23
Social_FB,2025-11-16,18264,456,694.44,13
Social_IG,2025-11-16,17200,349,216.49,9
Search_Google,2025-11-16,5427,243,405.04,18
Display_Programmatic,2025-11-16,23637,279,233.92,4
Email_Newsletter,2025-11-16,4700,243,148.68,17
Social_FB,2025-11-17,14260,302,445.52,14
Social_IG,2025-11-17,13936,276,156.78,10
Search_Google,2025-11-17,13009,517,1421.81,27
Display_Programmatic,2025-11-17,31674,248,193.62,3
Email_Newsletter,2025-11-17,8920,378,191.01,22
Social_FB,2025-11-18,20072,418,583.47,11
Social_IG,2025-11-18,12336,129,84.1,2
Search_Google,2025-11-18,7220,403,811.43,17
Display_Programmatic,2025-11-18,37000,377,164.53,6
Email_Newsletter,2025-11-18,5633,187,143.56,8
Social_FB,2025-11-19,21229,283,275.38,7
Social_IG,2025-11-19,18099,337,367.98,10
Search_Google,2025-11-19,8816,419,1233.1,34
Display_Programmatic,2025-11-19,29061,204,105.28,3
Email_Newsletter,2025-11-19,6484,171,128.48,15
Social_FB,2025-11-20,10676,221,308.47,9
Social_IG,2025-11-20,14705,238,248.11,8
Search_Google,2025-11-20,9654,242,532.8,12
Display_Programmatic,2025-11-20,11663,61,39.02,1
Email_Newsletter,2025-11-20,3356,79,30.89,4
Social_FB,2025-11-21,18571,244,167.42,11
Social_IG,2025-11-21,7644,136,181.37,6
Search_Google,2025-11-21,12035,243,624.78,22
Display_Programmatic,2025-11-21,16648,158,118.02,2
Email_Newsletter,2025-11-21,7834,208,110.19,14
Social_FB,2025-11-22,13892,331,391.68,7
Social_IG,2025-11-22,12756,197,156.51,3
Search_Google,2025-11-22,9610,403,1132.66,19
Display_Programmatic,2025-11-22,12167,111,88.5,2
Email_Newsletter,2025-11-22,4138,198,165.65,10
Social_FB,2025-11-23,17663,216,318.05,9
Social_IG,2025-11-23,15452,324,200.49,11
Search_Google,2025-11-23,12504,625,2002.94,49
Display_Programmatic,2025-11-23,28837,259,170.23,3
Email_Newsletter,2025-11-23,4273,188,142.94,15
Social_FB,2025-11-24,13403,255,377.64,6
Social_IG,2025-11-24,8821,79,79.48,2
Search_Google,2025-11-24,5590,187,624.5,8
Display_Programmatic,2025-11-24,37857,366,419.2,5
Email_Newsletter,2025-11-24,5459,157,43.33,16
Social_FB,2025-11-25,14520,374,503.16,11
Social_IG,2025-11-25,14263,205,202.47,6
Search_Google,2025-11-25,7329,358,1061.37,27
Display_Programmatic,2025-11-25,13646,72,37.33,1
Email_Newsletter,2025-11-25,5437,152,67.93,12
Social_FB,2025-11-26,9120,189,300.97,4
Social_IG,2025-11-26,10094,181,192.17,3
Search_Google,2025-11-26,8918,206,743.78,8
Display_Programmatic,2025-11-26,12800,51,47.38,1
Email_Newsletter,2025-11-26,4985,158,64.19,11
Social_FB,2025-11-27,19034,209,272.88,6
Social_IG,2025-11-27,18602,179,245.57,5
Search_Google,2025-11-27,11562,392,897.49,30
Display_Programmatic,2025-11-27,15610,175,130.87,2
Email_Newsletter,2025-11-27,5585,291,187.1,21
Social_FB,2025-11-28,17609,235,211.61,6
Social_IG,2025-11-28,8827,97,67.36,4
Search_Google,2025-11-28,8400,295,783.74,24
Display_Programmatic,2025-11-28,16282,115,77.49,2
Email_Newsletter,2025-11-28,7723,361,158.81,19
Social_FB,2025-11-29,22120,370,456.28,10
Social_IG,2025-11-29,18952,411,524.28,15
Search_Google,2025-11-29,9249,270,319.46,19
Display_Programmatic,2025-11-29,28041,228,181.67,4
Email_Newsletter,2025-11-29,4107,224,186.38,20
Social_FB,2025-11-30,19858,203,153.17,4
Social_IG,2025-11-30,8912,181,221.69,6
Search_Google,2025-11-30,9679,326,726.25,16
Display_Programmatic,2025-11-30,28032,294,269.27,3
Email_Newsletter,2025-11-30,6541,198,140.54,23
Social_FB,2025-12-01,22047,414,575.94,19
Social_IG,2025-12-01,9159,139,157.49,5
Search_Google,2025-12-01,10672,273,1035.42,22
Display_Programmatic,2025-12-01,21017,194,189.36,3
Email_Newsletter,2025-12-01,4126,166,104.1,11
Social_FB,2025-12-02,15768,197,177.5,5
Social_IG,2025-12-02,14621,240,179.04,8
Search_Google,2025-12-02,6911,250,564.61,19
Display_Programmatic,2025-12-02,16601,160,124.12,1
Email_Newsletter,2025-12-02,2450,121,106.16,9
Social_FB,2025-12-03,11521,309,235.37,13
Social_IG,2025-12-03,8620,171,221.99,6
Search_Google,2025-12-03,4577,178,373.25,10
Display_Programmatic,2025-12-03,11864,109,61.38,1
Email_Newsletter,2025-12-03,3691,74,17.73,9
Social_FB,2025-12-04,16146,201,201.37,10
Social_IG,2025-12-04,8438,181,206.53,6
Search_Google,2025-12-04,10221,487,903.6,40
Display_Programmatic,2025-12-04,24197,224,178.84,2
Email_Newsletter,2025-12-04,7724,405,267.64,24
Social_FB,2025-12-05,19416,236,177.19,10
Social_IG,2025-12-05,14778,314,425.61,9
Search_Google,2025-12-05,8300,339,964.87,24
Display_Programmatic,2025-12-05,13531,55,47.06,0
Email_Newsletter,2025-12-05,6253,214,167.11,19
Social_FB,2025-12-06,25231,655,509.39,25
Social_IG,2025-12-06,10538,230,160.74,3
Search_Google,2025-12-06,8551,195,245.92,7
Display_Programmatic,2025-12-06,21028,154,84.41,2
Email_Newsletter,2025-12-06,3519,112,75.66,9
Social_FB,2025-12-07,20857,342,295.82,9
Social_IG,2025-12-07,14950,178,99.11,7
Search_Google,2025-12-07,12656,597,2295.99,28
Display_Programmatic,2025-12-07,21299,177,182.94,3
Email_Newsletter,2025-12-07,7742,321,276.94,18
Social_FB,2025-12-08,17552,438,279.85,10
Social_IG,2025-12-08,7706,82,65.24,3
Search_Google,2025-12-08,11374,326,905.31,21
Display_Programmatic,2025-12-08,21465,141,117.19,2
Email_Newsletter,2025-12-08,6559,238,163.85,22
Social_FB,2025-12-09,13558,277,396.91,6
Social_IG,2025-12-09,16041,235,280.1,4
Search_Google,2025-12-09,5407,169,212.08,8
Display_Programmatic,2025-12-09,17147,128,68.08,1
Email_Newsletter,2025-12-09,6480,354,293.82,18
Social_FB,2025-12-10,19762,439,404.15,16
Social_IG,2025-12-10,13933,281,183.3,6
Search_Google,2025-12-10,11120,595,1806.43,44
Display_Programmatic,2025-12-10,14084,66,70.67,1
Email_Newsletter,2025-12-10,7446,364,177.36,20
Social_FB,2025-12-11,13209,132,173.49,5
Social_IG,2025-12-11,17456,210,297.84,7
Search_Google,2025-12-11,11696,531,1621.39,34
Display_Programmatic,2025-12-11,27184,86,83.35,1
Email_Newsletter,2025-12-11,4961,261,231.69,14
Social_FB,2025-12-12,22834,256,247.75,9
Social_IG,2025-12-12,12779,258,369.42,11
Search_Google,2025-12-12,9423,412,594.76,23
Display_Programmatic,2025-12-12,25279,262,87.66,2
Email_Newsletter,2025-12-12,7018,385,199.7,30
Social_FB,2025-12-13,17101,425,640.08,12
Social_IG,2025-12-13,9606,165,213.5,4
Search_Google,2025-12-13,5191,300,849.16,17
Display_Programmatic,2025-12-13,16673,111,55.79,2
Email_Newsletter,2025-12-13,4119,208,128.18,21
Social_FB,2025-12-14,13302,155,164.88,4
Social_IG,2025-12-14,12011,201,124.02,4
Search_Google,2025-12-14,6703,184,225.76,11
Display_Programmatic,2025-12-14,23000,120,59.44,2
Email_Newsletter,2025-12-14,6850,215,123.17,19
Social_FB,2025-12-15,12927,237,253.92,9
Social_IG,2025-12-15,15077,182,244.11,6
Search_Google,2025-12-15,5181,203,400.32,8
Display_Programmatic,2025-12-15,17467,55,27.42,1
Email_Newsletter,2025-12-15,3372,69,38.17,5
Social_FB,2025-12-16,22483,370,560.39,10
Social_IG,2025-12-16,16644,320,209.52,7
Search_Google,2025-12-16,10152,253,710.47,21
Display_Programmatic,2025-12-16,37242,293,304.85,5
Email_Newsletter,2025-12-16,5645,268,155.79,24
Social_FB,2025-12-17,8940,178,192.28,8
Social_IG,2025-12-17,11559,119,141.4,3
Search_Google,2025-12-17,5884,323,1183.63,15
Display_Programmatic,2025-12-17,29434,319,116.51,4
Email_Newsletter,2025-12-17,4359,197,190.31,12
Social_FB,2025-12-18,19811,224,192.0,4
Social_IG,2025-12-18,12767,274,356.25,7
Search_Google,2025-12-18,7250,431,1513.81,16
Display_Programmatic,2025-12-18,16922,55,45.13,1
Email_Newsletter,2025-12-18,4994,174,117.88,11
Social_FB,2025-12-19,24907,458,400.55,20
Social_IG,2025-12-19,17558,364,294.42,7
Search_Google,2025-12-19,4935,180,397.3,7
Display_Programmatic,2025-12-19,13818,115,91.97,2
Email_Newsletter,2025-12-19,5788,195,83.79,23
Social_FB,2025-12-20,22589,322,475.99,8
Social_IG,2025-12-20,18658,285,355.63,7
Search_Google,2025-12-20,10877,486,758.65,36
Display_Programmatic,2025-12-20,33040,279,219.18,3
Email_Newsletter,2025-12-20,4347,210,164.33,19
Social_FB,2025-12-21,10294,153,185.27,3
Social_IG,2025-12-21,16973,288,190.98,6
Search_Google,2025-12-21,12893,559,1250.83,41
Display_Programmatic,2025-12-21,16347,50,43.96,1
Email_Newsletter,2025-12-21,7380,213,101.68,18
Social_FB,2025-12-22,17466,204,225.75,8
Social_IG,2025-12-22,18235,211,287.53,7
Search_Google,2025-12-22,10125,301,1084.83,24
Display_Programmatic,2025-12-22,27645,315,259.91,5
Email_Newsletter,2025-12-22,8090,396,243.18,38
Social_FB,2025-12-23,13243,371,579.89,7
Social_IG,2025-12-23,20298,376,283.02,7
Search_Google,2025-12-23,7797,258,889.26,19
Display_Programmatic,2025-12-23,13210,77,47.41,1
Email_Newsletter,2025-12-23,3001,61,29.47,4
Social_FB,2025-12-24,13650,283,275.53,10
Social_IG,2025-12-24,17334,285,306.68,9
Search_Google,2025-12-24,12833,535,1942.62,47
Display_Programmatic,2025-12-24,12327,49,35.3,0
Email_Newsletter,2025-12-24,7819,323,260.92,33
Social_FB,2025-12-25,23994,465,510.27,21
Social_IG,2025-12-25,19885,409,513.87,9
Search_Google,2025-12-25,5019,171,407.96,7
Display_Programmatic,2025-12-25,42320,244,179.78,4
Email_Newsletter,2025-12-25,8697,392,365.42,29
Social_FB,2025-12-26,18913,251,310.84,9
Social_IG,2025-12-26,14023,149,127.99,6
Search_Google,2025-12-26,9090,198,742.11,14
Display_Programmatic,2025-12-26,33116,253,245.62,4
Email_Newsletter,2025-12-26,7036,242,198.64,26
Social_FB,2025-12-27,12186,178,250.76,5
Social_IG,2025-12-27,10240,198,133.24,7
Search_Google,2025-12-27,4966,272,674.53,17
Display_Programmatic,2025-12-27,14805,130,95.32,2
Email_Newsletter,2025-12-27,5120,216,71.78,11
Social_FB,2025-12-28,22487,277,372.99,6
Social_IG,2025-12-28,17932,337,377.36,7
Search_Google,2025-12-28,5004,165,329.42,8
Display_Programmatic,2025-12-28,20474,215,88.78,3
Email_Newsletter,2025-12-28,5826,296,172.77,28
Social_FB,2025-12-29,17275,232,223.47,5
Social_IG,2025-12-29,11436,208,126.83,6
Search_Google,2025-12-29,8281,232,335.89,15
Display_Programmatic,2025-12-29,41580,125,135.91,1
Email_Newsletter,2025-12-29,2877,70,19.16,8
Social_FB,2025-12-30,24466,474,340.79,18
Social_IG,2025-12-30,11704,193,124.28,6
Search_Google,2025-12-30,8650,252,542.01,14
Display_Programmatic,2025-12-30,25826,206,133.04,2
Email_Newsletter,2025-12-30,5496,278,215.01,16
Social_FB,2025-12-31,15118,383,555.42,9
Social_IG,2025-12-31,16532,278,289.38,9
Search_Google,2025-12-31,7999,413,576.93,21
Display_Programmatic,2025-12-31,19607,86,93.31,1
Email_Newsletter,2025-12-31,7185,351,303.88,19
Social_FB,2026-01-01,16002,399,652.89,11
Social_IG,2026-01-01,14686,193,104.9,3
Search_Google,2026-01-01,13614,572,1298.73,50
Display_Programmatic,2026-01-01,14770,161,148.03,2
Email_Newsletter,2026-01-01,7632,318,104.18,30
Social_FB,2026-01-02,18864,345,516.48,7
Social_IG,2026-01-02,11996,146,95.51,4
Search_Google,2026-01-02,5595,180,507.18,7
Display_Programmatic,2026-01-02,25701,308,243.9,5
Email_Newsletter,2026-01-02,3270,140,105.84,15
Social_FB,2026-01-03,26403,439,651.78,14
Social_IG,2026-01-03,19773,425,280.05,9
Search_Google,2026-01-03,10350,315,495.34,24
Display_Programmatic,2026-01-03,43965,137,155.67,1
Email_Newsletter,2026-01-03,7502,161,69.9,12
Social_FB,2026-01-04,18620,236,316.06,7
Social_IG,2026-01-04,19853,330,312.98,13
Search_Google,2026-01-04,6762,394,822.34,31
Display_Programmatic,2026-01-04,27301,101,102.43,1
Email_Newsletter,2026-01-04,4506,163,117.72,15
Social_FB,2026-01-05,17505,317,241.21,15
Social_IG,2026-01-05,14385,252,162.63,4
Search_Google,2026-01-05,13361,696,905.22,28
Display_Programmatic,2026-01-05,26193,187,215.98,4
Email_Newsletter,2026-01-05,5486,145,46.85,8
Social_FB,2026-01-06,21833,322,236.17,6
Social_IG,2026-01-06,9111,173,245.85,4
Search_Google,2026-01-06,15087,375,1237.31,26
Display_Programmatic,2026-01-06,40831,298,167.29,6
Email_Newsletter,2026-01-06,9367,509,333.45,46
Social_FB,2026-01-07,27063,435,353.62,21
Social_IG,2026-01-07,13524,212,141.87,5
Search_Google,2026-01-07,5416,111,319.64,10
Display_Programmatic,2026-01-07,29692,315,177.19,6
Email_Newsletter,2026-01-07,5440,295,172.96,30
Social_FB,2026-01-08,20447,270,458.07,10
Social_IG,2026-01-08,20565,374,399.74,7
Search_Google,2026-01-08,9259,241,572.22,13
Display_Programmatic,2026-01-08,14432,109,87.15,1
Email_Newsletter,2026-01-08,9091,365,185.26,40
Social_FB,2026-01-09,28391,791,831.8,17
Social_IG,2026-01-09,20559,254,322.71,9
Search_Google,2026-01-09,7300,375,475.19,25
Display_Programmatic,2026-01-09,25000,262,249.45,2
Email_Newsletter,2026-01-09,5628,262,146.37,28
Social_FB,2026-01-10,11539,195,259.11,8
Social_IG,2026-01-10,14782,199,211.33,5
Search_Google,2026-01-10,10725,292,695.94,16
Display_Programmatic,2026-01-10,15784,139,110.67,1
Email_Newsletter,2026-01-10,5622,123,80.27,10
Social_FB,2026-01-11,17557,411,350.74,20
Social_IG,2026-01-11,16535,234,193.03,4
Search_Google,2026-01-11,5431,189,648.51,7
Display_Programmatic,2026-01-11,27004,308,210.32,5
Email_Newsletter,2026-01-11,8020,210,195.69,20
Social_FB,2026-01-12,26343,535,413.12,20
Social_IG,2026-01-12,9498,98,104.54,3
Search_Google,2026-01-12,7577,309,1091.5,16
Display_Programmatic,2026-01-12,17768,193,99.25,3
Email_Newsletter,2026-01-12,3344,123,38.65,7
Social_FB,2026-01-13,10478,106,83.07,2
Social_IG,2026-01-13,12468,231,296.1,8
Search_Google,2026-01-13,11478,250,465.48,9
Display_Programmatic,2026-01-13,17311,91,83.47,1
Email_Newsletter,2026-01-13,2287,67,50.5,4
Social_FB,2026-01-14,17254,454,509.83,10
Social_IG,2026-01-14,18589,383,458.54,6
Search_Google,2026-01-14,13825,795,1763.28,30
Display_Programmatic,2026-01-14,17675,132,62.9,3
Email_Newsletter,2026-01-14,4919,178,112.89,21
Social_FB,2026-01-15,9408,189,143.06,7
Social_IG,2026-01-15,13819,216,224.38,8
Search_Google,2026-01-15,5898,226,395.1,14
Display_Programmatic,2026-01-15,24869,224,151.66,3
Email_Newsletter,2026-01-15,5545,167,53.01,17
Social_FB,2026-01-16,25402,278,215.83,12
Social_IG,2026-01-16,19368,303,336.58,11
Search_Google,2026-01-16,6106,162,601.44,8
Display_Programmatic,2026-01-16,31517,314,125.2,2
Email_Newsletter,2026-01-16,4388,131,99.3,10
Social_FB,2026-01-17,12986,311,252.1,15
Social_IG,2026-01-17,13469,175,134.19,6
Search_Google,2026-01-17,8481,304,749.7,26
Display_Programmatic,2026-01-17,28488,289,305.86,3
Email_Newsletter,2026-01-17,7361,191,114.08,16
Social_FB,2026-01-18,9288,215,206.1,10
Social_IG,2026-01-18,13054,120,148.82,5
Search_Google,2026-01-18,11289,672,1059.88,41
Display_Programmatic,2026-01-18,34511,155,99.2,3
Email_Newsletter,2026-01-18,3923,91,68.68,4
Social_FB,2026-01-19,21782,554,655.09,24
Social_IG,2026-01-19,15275,223,206.28,8
Search_Google,2026-01-19,14542,803,1395.54,51
Display_Programmatic,2026-01-19,39719,155,69.49,1
Email_Newsletter,2026-01-19,7917,211,114.35,19
Social_FB,2026-01-20,15864,399,645.89,13
Social_IG,2026-01-20,16378,301,229.03,5
Search_Google,2026-01-20,14162,382,722.04,31
Display_Programmatic,2026-01-20,21658,80,76.97,1
Email_Newsletter,2026-01-20,9041,248,114.1,12
Social_FB,2026-01-21,21011,456,261.47,21
Social_IG,2026-01-21,9049,129,167.74,4
Search_Google,2026-01-21,10977,572,708.33,35
Display_Programmatic,2026-01-21,17554,205,194.26,2
Email_Newsletter,2026-01-21,5883,273,76.76,29
Social_FB,2026-01-22,17504,351,407.61,13
Social_IG,2026-01-22,15266,146,139.22,5
Search_Google,2026-01-22,5160,113,230.74,7
Display_Programmatic,2026-01-22,32512,164,123.15,3
Email_Newsletter,2026-01-22,3760,187,126.44,18
Social_FB,2026-01-23,20477,363,512.33,10
Social_IG,2026-01-23,8305,74,74.24,3
Search_Google,2026-01-23,7095,291,945.67,11
Display_Programmatic,2026-01-23,42400,345,226.91,5
Email_Newsletter,2026-01-23,6678,242,108.94,13
Social_FB,2026-01-24,25779,539,665.06,21
Social_IG,2026-01-24,19411,339,266.12,6
Search_Google,2026-01-24,13265,611,1757.49,53
Display_Programmatic,2026-01-24,21975,119,112.78,1
Email_Newsletter,2026-01-24,7372,303,122.85,34
Social_FB,2026-01-25,16523,347,282.12,9
Social_IG,2026-01-25,11528,230,305.79,4
Search_Google,2026-01-25,8767,338,591.36,20
Display_Programmatic,2026-01-25,37182,205,121.59,4
Email_Newsletter,2026-01-25,4110,132,108.44,11
Social_FB,2026-01-26,21243,230,335.86,7
Social_IG,2026-01-26,16236,226,309.73,6
Search_Google,2026-01-26,9768,316,1225.77,25
Display_Programmatic,2026-01-26,14637,158,147.97,1
Email_Newsletter,2026-01-26,5514,227,72.73,22
Social_FB,2026-01-27,9803,172,108.72,7
Social_IG,2026-01-27,8828,163,184.0,4
Search_Google,2026-01-27,5770,252,767.35,9
Display_Programmatic,2026-01-27,17783,78,67.27,1
Email_Newsletter,2026-01-27,3756,84,26.8,7
Social_FB,2026-01-28,11295,212,129.44,8
Social_IG,2026-01-28,19359,213,249.15,6
Search_Google,2026-01-28,5636,210,392.68,15
Display_Programmatic,2026-01-28,15277,77,53.84,1
Email_Newsletter,2026-01-28,7669,269,166.63,19
Social_FB,2026-01-29,21958,368,360.8,9
Social_IG,2026-01-29,19259,360,304.26,15
Search_Google,2026-01-29,6211,282,387.63,15
Display_Programmatic,2026-01-29,26531,241,144.64,3
Email_Newsletter,2026-01-29,6627,262,101.13,14
Social_FB,2026-01-30,17651,185,285.76,6
Social_IG,2026-01-30,17981,196,174.91,8
Search_Google,2026-01-30,7479,376,781.68,23
Display_Programmatic,2026-01-30,33564,213,149.76,2
Email_Newsletter,2026-01-30,3608,177,83.17,21
Social_FB,2026-01-31,15404,369,401.65,18
Social_IG,2026-01-31,14837,277,249.74,10
Search_Google,2026-01-31,5664,274,712.12,12
Display_Programmatic,2026-01-31,36369,425,263.87,6
Email_Newsletter,2026-01-31,3627,199,149.35,11
Social_FB,2026-02-01,15002,418,519.26,19
Social_IG,2026-02-01,13327,193,137.98,7
Search_Google,2026-02-01,6862,286,1130.46,14
Display_Programmatic,2026-02-01,35312,218,85.97,3
Email_Newsletter,2026-02-01,3843,94,42.83,10
Social_FB,2026-02-02,16021,378,342.39,13
Social_IG,2026-02-02,18106,196,173.35,7
Search_Google,2026-02-02,7875,272,957.42,20
Display_Programmatic,2026-02-02,35651,372,311.52,6
Email_Newsletter,2026-02-02,6055,332,85.86,16
Social_FB,2026-02-03,25357,661,977.87,13
Social_IG,2026-02-03,21409,462,566.43,10
Search_Google,2026-02-03,9077,431,1228.8,32
Display_Programmatic,2026-02-03,25716,226,141.03,4
Email_Newsletter,2026-02-03,4012,215,199.29,10
Social_FB,2026-02-04,20337,220,255.06,6
Social_IG,2026-02-04,11491,213,247.0,8
Search_Google,2026-02-04,8434,405,941.12,17
Display_Programmatic,2026-02-04,28373,261,153.15,2
Email_Newsletter,2026-02-04,3486,168,53.55,20
Social_FB,2026-02-05,15843,406,305.75,16
Social_IG,2026-02-05,16182,290,175.77,5
Search_Google,2026-02-05,7848,428,799.55,24
Display_Programmatic,2026-02-05,19675,219,149.31,2
Email_Newsletter,2026-02-05,9221,500,247.85,45
Social_FB,2026-02-06,21140,524,654.03,19
Social_IG,2026-02-06,11759,133,107.47,3
Search_Google,2026-02-06,5905,152,290.97,12
Display_Programmatic,2026-02-06,21026,230,199.0,4
Email_Newsletter,2026-02-06,6992,140,38.14,12
Social_FB,2026-02-07,24761,249,326.35,6
Social_IG,2026-02-07,15893,311,339.62,6
Search_Google,2026-02-07,10801,557,1382.87,47
Display_Programmatic,2026-02-07,42094,481,196.82,7
Email_Newsletter,2026-02-07,4770,160,105.35,15
Social_FB,2026-02-08,26699,355,267.15,10
Social_IG,2026-02-08,13023,159,198.25,3
Search_Google,2026-02-08,6161,246,850.16,14
Display_Programmatic,2026-02-08,14809,72,42.36,1
Email_Newsletter,2026-02-08,7199,191,103.14,17
Social_FB,2026-02-09,11130,155,182.39,6
Social_IG,2026-02-09,8851,186,235.51,3
Search_Google,2026-02-09,13787,494,902.59,37
Display_Programmatic,2026-02-09,23784,81,82.07,1
Email_Newsletter,2026-02-09,7750,182,79.06,18
Social_FB,2026-02-10,14802,258,261.6,9
Social_IG,2026-02-10,11247,132,160.17,5
Search_Google,2026-02-10,9240,353,593.9,18
Display_Programmatic,2026-02-10,37819,156,152.1,1
Email_Newsletter,2026-02-10,4604,121,55.31,9
Social_FB,2026-02-11,14564,204,242.45,8
Social_IG,2026-02-11,15113,258,305.88,11
Search_Google,2026-02-11,9980,531,998.69,36
Display_Programmatic,2026-02-11,41617,462,496.47,7
Email_Newsletter,2026-02-11,6458,298,92.02,24
Social_FB,2026-02-12,27426,455,344.4,11
Social_IG,2026-02-12,7508,149,125.97,4
